Colour of calamus,Colour of inner vane,Colour of outer vane,Colour of rachis (under),Colour of rachis (upper),Colour of upper vanes,D,M,MAX,MIN,S,T
"{'grey', 'lightgrey', 'brown', 'yellow', 'darkgrey', 'white'}","{'black', 'grey', 'brown', 'ragged', 'darkgrey', 'white', 'glossy', 'lightgrey', 'stripes', '~stripes', 'darkbrown'}","{'black', 'grey', 'brown', 'yellow', 'ragged', 'darkgrey', 'white', 'glossy', 'orange', 'lightgrey', 'stripes', 'pink', '~stripes', 'darkbrown'}","{'black', 'grey', 'lightgrey', 'brown', 'white'}","{'black', 'grey', 'lightgrey', 'brown', 'darkgrey', 'white'}","{'black', 'grey', 'brown', 'ragged', 'darkgrey', 'white', 'lightgrey', 'stripes', '~stripes'}","{'3', nan, '1', '2'}","{nan, '5', 'Ten typ piór nie występuje u tego gatunku!', '2', '3', '4'}","{nan, '250', '500', '560', '220', '110', '340', '570', '150', '490', '240', '190', '200', '130', '360', '230', '90', '320', '260', '270', '160', '170', '400', '140', '120', '210', '350', '410', '310', '420', '390', '330', '180', '300', '450', '280', '100'}","{nan, '60', '130', '250', '290', '90', '230', '220', '110', '270', '160', '170', '210', '140', '120', '150', '65', '70', '380', '240', '180', '190', '300', '80', '370', '50', '200', '280', '100'}","{nan, '1', '3', '2'}","{nan, '5', '2', '3', '4'}"
